CRN , Subject , Course Number , Section , Title ,  Credits , College , Actual Enroll , Seats Available ,Begin Time , End Time, Buildings, Room , Monday , Tuesday , Wednesday , Thursday , Friday , Saturday , Instructor First , Instructor Last
13236,AGSC,389,1,Research Methods in Appl.Econ,3,AG,0,10,.,.,.,.,false,false,false,false,false,false,.,STAFF
10048,AGSC,395,1,Graduate Seminar in AGSC,1,AG,5,0,13:00,13:50,AGRIC,325,false,true,false,false,false,false,Lina,Jaber
10049,AGSC,396,1,Comprehensive Exam,0,AG,0,5,.,.,.,.,false,false,false,false,false,false,Youssef,Abou Jawdeh
10050,AGSC,396,2,Comprehensive Exam,0,AG,0,2,.,.,.,.,false,false,false,false,false,false,Walid,El Kayal
10051,AGSC,396,3,Comprehensive Exam,0,AG,2,1,.,.,.,.,false,false,false,false,false,false,Hadi,Jaafar
13337,AGSC,396,4,Comprehensive Exam,0,AG,1,1,.,.,.,.,false,false,false,false,false,false,Ali,Chalak
10052,AGSC,399,1,MS Thesis,7.21,AG,0,3,.,.,.,.,false,false,false,false,false,false,Walid,El Kayal
10053,AGSC,399,2,MS Thesis,7.21,AG,0,3,.,.,.,.,false,false,false,false,false,false,Youssef,Abou Jawdeh
10054,AGSC,399,3,MS Thesis,7.21,AG,1,4,.,.,.,.,false,false,false,false,false,false,Ali,Chalak
10055,AGSC,399A,1,MS Thesis,0,AG,0,3,.,.,.,.,false,false,false,false,false,false,Walid,El Kayal
10056,AGSC,399A,2,MS Thesis,0,AG,0,2,.,.,.,.,false,false,false,false,false,false,Youssef,Abou Jawdeh
10057,AGSC,399A,3,MS Thesis,0,AG,3,0,.,.,.,.,false,false,false,false,false,false,Hadi,Jaafar
13408,AGSC,399A,4,MS Thesis,0,AG,1,1,.,.,.,.,false,false,false,false,false,false,Mustapha,Haidar
10058,AGSC,399B,1,MS Thesis,0,AG,0,2,.,.,.,.,false,false,false,false,false,false,Hadi,Jaafar
10059,AGSC,399B,2,MS Thesis,0,AG,0,3,.,.,.,.,false,false,false,false,false,false,Ali,Chalak
10060,AGSC,399B,3,MS Thesis,0,AG,1,4,.,.,.,.,false,false,false,false,false,false,Youssef,Abou Jawdeh
13121,AGSC,399B,4,MS Thesis,0,AG,1,2,.,.,.,.,false,false,false,false,false,false,Walid,El Kayal
13129,AGSC,399B,5,MS Thesis,0,AG,1,1,.,.,.,.,false,false,false,false,false,false,Isam,Bashour
13156,AGSC,399C,1,MS Thesis,0,AG,0,2,.,.,.,.,false,false,false,false,false,false,Hadi,Jaafar
13351,AGSC,399C,2,MS Thesis,0,AG,0,2,.,.,.,.,false,false,false,false,false,false,Youssef,Abou Jawdeh
10061,AGSC,399D,1,MS Thesis,1,AG,0,2,.,.,.,.,false,false,false,false,false,false,Youssef,Abou Jawdeh
13289,AGSC,399F,1,MS Thesis,1,AG,1,3,.,.,.,.,false,false,false,false,false,false,Youssef,Abou Jawdeh
10062,AHIS,150,1,Intr.to Art History for Freshm,3,AS,23,-1,12:30,13:45,NICELY,202,true,false,true,false,false,false,Joseph Richard,Hammond
13050,AHIS,207,1,Early Islamic Art &Architectur,3,AS,0,0,.,.,.,.,false,false,false,false,false,false,.,STAFF
10065,AHIS,225,1,Art Now,3,AS,25,-2,11:00,12:15,NICELY,202,false,true,false,true,false,false,Rayya,Badran
10066,AHIS,226,1,Art After the Lebanese Wars,3,AS,0,0,.,.,.,.,false,false,false,false,false,false,.,STAFF
10067,AHIS,227,1,Sound in Visual Culture,3,AS,26,-3,12:30,13:45,NICELY,B2,false,true,false,true,false,false,Rayya,Badran
10068,AHIS,249I,1,ST: Feminist Art History,3,AS,11,14,14:00,15:15,NICELY,202,true,false,true,false,false,false,Joseph Richard,Hammond
10069,AHIS,251,1,Theories of Modern Art,3,AS,18,2,14:00,15:15,NICELY,202,false,true,false,true,false,false,Anzhela,Harutyunyan
10070,AHIS,252,1,Contemporary Art and Theory,3,AS,16,1,13:00,15:30,NICELY,202,false,false,false,false,true,false,Octavian,Esanu
10071,AHIS,301,1,Sem:Practices of Art History,3,AS,4,11,15:30,17:50,NICELY,101,false,true,false,false,false,false,Anzhela,Harutyunyan
10072,AHIS,311,1,Iss.Contemporary Art &Th.,3,AS,6,-1,13:00,15:30,NICELY,202,false,false,false,false,true,false,Octavian,Esanu
13389,AHIS,313A,1,Tut.Feminist Art History,3,AS,1,-1,.,.,.,.,false,false,false,false,false,false,Joseph Richard,Hammond
10073,AHIS,395A,1,Comprehensive Exam,0,AS,3,0,.,.,.,.,false,false,false,false,false,false,Anzhela,Harutyunyan
10074,AHIS,399,1,Graduate Thesis & Exhibition,7.2,AS,0,3,.,.,.,.,false,false,false,false,false,false,Hala,Auji
10075,AHIS,399,2,Graduate Thesis & Exhibition,7.2,AS,1,2,.,.,.,.,false,false,false,false,false,false,Anzhela,Harutyunyan
10076,AHIS,399A,1,Graduate Thesis & Exhibition,0,AS,0,3,.,.,.,.,false,false,false,false,false,false,Hala,Auji
10077,AHIS,399A,2,Graduate Thesis & Exhibition,0,AS,0,3,.,.,.,.,false,false,false,false,false,false,Anzhela,Harutyunyan
10078,AHIS,399B,1,Graduate Thesis & Exhibition,0,AS,1,2,.,.,.,.,false,false,false,false,false,false,Hala,Auji
10079,AHIS,399B,2,Graduate Thesis & Exhibition,0,AS,0,3,.,.,.,.,false,false,false,false,false,false,Anzhela,Harutyunyan
10080,AHIS,399C,1,Graduate Thesis & Exhibition,0,AS,0,3,.,.,.,.,false,false,false,false,false,false,Hala,Auji
10081,AHIS,399C,2,Graduate Thesis & Exhibition,0,AS,0,3,.,.,.,.,false,false,false,false,false,false,Anzhela,Harutyunyan
